Household_ID;Group;AffectsTimePoint;Timestamp;kWh_received_Total;kWh_received_HeatPump;kWh_received_Other;kWh_returned_Total;kvarh_received_capacitive_Total;kvarh_received_capacitive_HeatPump;kvarh_received_capacitive_Other;kvarh_received_inductive_Total;kvarh_received_inductive_HeatPump;kvarh_received_inductive_Other
111901;treatment;before visit;2021-11-25 23:59:59+00:00;64.49;;;;5.02;;;1.27;;
111901;treatment;before visit;2021-11-26 23:59:59+00:00;76.02;;;;3.74;;;2.59;;
111901;treatment;before visit;2021-11-27 23:59:59+00:00;79.21;;;;4.6;;;1.24;;
111901;treatment;before visit;2021-11-28 23:59:59+00:00;68.07;;;;4.29;;;1.52;;
111901;treatment;before visit;2021-11-29 23:59:59+00:00;82.95;;;;4.01;;;1.61;;
111901;treatment;before visit;2021-11-30 23:59:59+00:00;76.17;;;;3.51;;;1.8;;
111901;treatment;before visit;2021-12-01 23:59:59+00:00;59.44;;;;6.42;;;0.26;;
111901;treatment;before visit;2021-12-02 23:59:59+00:00;59.7;;;;5.62;;;0.27;;
111901;treatment;before visit;2021-12-03 23:59:59+00:00;67.23;;;;4.85;;;1.1;;
111901;treatment;before visit;2021-12-04 23:59:59+00:00;76.76;;;;5.49;;;1.61;;
111901;treatment;before visit;2021-12-05 23:59:59+00:00;59.65;;;;5.47;;;0.37;;
111901;treatment;before visit;2021-12-06 23:59:59+00:00;73.26;;;;4.42;;;1.48;;
111901;treatment;before visit;2021-12-07 23:59:59+00:00;70.77;;;;5.11;;;0.81;;
111901;treatment;before visit;2021-12-08 23:59:59+00:00;76.0;;;;4.56;;;1.85;;
111901;treatment;before visit;2021-12-09 23:59:59+00:00;77.94;;;;5.02;;;1.13;;
111901;treatment;before visit;2021-12-10 23:59:59+00:00;79.55;;;;3.77;;;1.94;;
111901;treatment;before visit;2021-12-11 23:59:59+00:00;75.36;;;;4.78;;;1.43;;
111901;treatment;before visit;2021-12-12 23:59:59+00:00;78.67;;;;4.54;;;2.63;;
111901;treatment;before visit;2021-12-13 23:59:59+00:00;75.09;;;;4.86;;;1.94;;
111901;treatment;before visit;2021-12-14 23:59:59+00:00;78.97;;;;4.88;;;1.52;;
111901;treatment;before visit;2021-12-15 23:59:59+00:00;81.09;;;;3.97;;;2.95;;
111901;treatment;before visit;2021-12-16 23:59:59+00:00;72.94;;;;4.35;;;1.42;;
111901;treatment;before visit;2021-12-17 23:59:59+00:00;58.74;;;;5.9;;;0.48;;
111901;treatment;before visit;2021-12-18 23:59:59+00:00;78.48;;;;5.33;;;0.69;;
111901;treatment;before visit;2021-12-19 23:59:59+00:00;90.92;;;;4.03;;;1.91;;
111901;treatment;before visit;2021-12-20 23:59:59+00:00;79.13;;;;4.37;;;2.15;;
111901;treatment;before visit;2021-12-21 23:59:59+00:00;87.45;;;;4.25;;;1.98;;
111901;treatment;before visit;2021-12-22 23:59:59+00:00;86.83;;;;2.95;;;3.47;;
111901;treatment;before visit;2021-12-23 23:59:59+00:00;92.4;;;;3.75;;;3.12;;
111901;treatment;before visit;2021-12-24 23:59:59+00:00;58.6;;;;6.07;;;0.2;;
111901;treatment;before visit;2021-12-25 23:59:59+00:00;72.73;;;;6.31;;;0.53;;
111901;treatment;before visit;2021-12-26 23:59:59+00:00;52.42;;;;8.03;;;0.39;;
111901;treatment;before visit;2021-12-27 23:59:59+00:00;49.84;;;;7.49;;;0.11;;
111901;treatment;before visit;2021-12-28 23:59:59+00:00;45.89;;;;8.32;;;0.06;;
111901;treatment;before visit;2021-12-29 23:59:59+00:00;55.54;;;;9.15;;;0.15;;
111901;treatment;before visit;2021-12-30 23:59:59+00:00;35.53;;;;12.26;;;0.03;;
111901;treatment;before visit;2021-12-31 23:59:59+00:00;45.09;;;;10.47;;;0.09;;
111901;treatment;before visit;2022-01-01 23:59:59+00:00;58.08;;;;6.89;;;0.17;;
111901;treatment;before visit;2022-01-02 23:59:59+00:00;64.18;;;;5.53;;;0.63;;
111901;treatment;before visit;2022-01-03 23:59:59+00:00;41.32;;;;9.38;;;0.08;;
111901;treatment;before visit;2022-01-04 23:59:59+00:00;34.37;;;;10.91;;;0.07;;
111901;treatment;before visit;2022-01-05 23:59:59+00:00;61.53;;;;6.43;;;0.22;;
111901;treatment;before visit;2022-01-06 23:59:59+00:00;80.11;;;;4.35;;;1.93;;
111901;treatment;before visit;2022-01-07 23:59:59+00:00;75.69;;;;3.54;;;2.24;;
111901;treatment;before visit;2022-01-08 23:59:59+00:00;80.32;;;;4.37;;;1.44;;
111901;treatment;before visit;2022-01-09 23:59:59+00:00;66.94;;;;5.23;;;1.18;;
111901;treatment;before visit;2022-01-10 23:59:59+00:00;76.28;;;;3.75;;;2.16;;
111901;treatment;before visit;2022-01-11 23:59:59+00:00;77.71;;;;4.14;;;1.81;;
111901;treatment;before visit;2022-01-12 23:59:59+00:00;92.94;;;;3.32;;;1.74;;
111901;treatment;before visit;2022-01-13 23:59:59+00:00;101.19;;;;2.93;;;3.96;;
111901;treatment;before visit;2022-01-14 23:59:59+00:00;92.54;;;;2.54;;;4.83;;
111901;treatment;before visit;2022-01-15 23:59:59+00:00;107.65;;;;2.98;;;6.1;;
111901;treatment;before visit;2022-01-16 23:59:59+00:00;97.8;;;;3.37;;;4.67;;
111901;treatment;before visit;2022-01-17 23:59:59+00:00;76.45;;;;4.72;;;0.97;;
111901;treatment;before visit;2022-01-18 23:59:59+00:00;80.96;;;;4.39;;;1.73;;
111901;treatment;before visit;2022-01-19 23:59:59+00:00;69.5;;;;5.46;;;1.0;;
111901;treatment;before visit;2022-01-20 23:59:59+00:00;65.06;;;;5.04;;;1.34;;
111901;treatment;before visit;2022-01-21 23:59:59+00:00;72.03;;;;3.99;;;2.07;;
111901;treatment;before visit;2022-01-22 23:59:59+00:00;81.97;;;;4.3;;;1.66;;
111901;treatment;before visit;2022-01-23 23:59:59+00:00;68.23;;;;4.26;;;1.93;;
111901;treatment;before visit;2022-01-24 23:59:59+00:00;78.76;;;;3.97;;;2.34;;
111901;treatment;before visit;2022-01-25 23:59:59+00:00;77.74;;;;4.39;;;1.88;;
111901;treatment;before visit;2022-01-26 23:59:59+00:00;79.18;;;;3.63;;;3.77;;
111901;treatment;before visit;2022-01-27 23:59:59+00:00;91.94;;;;3.28;;;3.62;;
111901;treatment;before visit;2022-01-28 23:59:59+00:00;72.42;;;;4.64;;;1.84;;
111901;treatment;before visit;2022-01-29 23:59:59+00:00;95.65;;;;4.81;;;2.3;;
111901;treatment;before visit;2022-01-30 23:59:59+00:00;54.14;;;;6.39;;;0.17;;
111901;treatment;before visit;2022-01-31 23:59:59+00:00;67.76;;;;4.9;;;0.96;;
111901;treatment;before visit;2022-02-01 23:59:59+00:00;78.68;;;;3.8;;;2.42;;
111901;treatment;before visit;2022-02-02 23:59:59+00:00;59.74;;;;6.28;;;0.72;;
111901;treatment;before visit;2022-02-03 23:59:59+00:00;49.26;;;;7.08;;;0.2;;
111901;treatment;before visit;2022-02-04 23:59:59+00:00;64.64;;;;6.2;;;0.12;;
111901;treatment;before visit;2022-02-05 23:59:59+00:00;64.34;;;;5.52;;;0.2;;
111901;treatment;before visit;2022-02-06 23:59:59+00:00;71.18;;;;5.33;;;1.79;;
111901;treatment;before visit;2022-02-07 23:59:59+00:00;73.39;;;;5.42;;;1.39;;
111901;treatment;before visit;2022-02-08 23:59:59+00:00;77.25;;;;5.06;;;1.07;;
111901;treatment;before visit;2022-02-09 23:59:59+00:00;64.16;;;;4.97;;;1.68;;
111901;treatment;before visit;2022-02-10 23:59:59+00:00;68.5;;;;5.74;;;1.7;;
