Household_ID;Group;AffectsTimePoint;Timestamp;kWh_received_Total;kWh_received_HeatPump;kWh_received_Other;kWh_returned_Total;kvarh_received_capacitive_Total;kvarh_received_capacitive_HeatPump;kvarh_received_capacitive_Other;kvarh_received_inductive_Total;kvarh_received_inductive_HeatPump;kvarh_received_inductive_Other
1001228;treatment;before visit;2022-06-01 23:59:59+00:00;9.14;;;;4.29;;;;;
1001228;treatment;before visit;2022-06-02 23:59:59+00:00;19.36;;;;3.88;;;;;
1001228;treatment;before visit;2022-06-03 23:59:59+00:00;12.3;;;;4.11;;;0.8;;
1001228;treatment;before visit;2022-06-04 23:59:59+00:00;20.01;;;;4.36;;;0.74;;
1001228;treatment;before visit;2022-06-05 23:59:59+00:00;26.06;;;;4.29;;;2.1;;
1001228;treatment;before visit;2022-06-06 23:59:59+00:00;14.98;;;;4.47;;;0.8;;
1001228;treatment;before visit;2022-06-07 23:59:59+00:00;12.35;;;;4.58;;;0.96;;
1001228;treatment;before visit;2022-06-08 23:59:59+00:00;15.97;;;;4.52;;;0.94;;
1001228;treatment;before visit;2022-06-09 23:59:59+00:00;16.24;;;;4.04;;;1.24;;
1001228;treatment;before visit;2022-06-10 23:59:59+00:00;12.38;;;;4.1;;;1.1;;
1001228;treatment;before visit;2022-06-11 23:59:59+00:00;25.0;;;;4.27;;;1.5;;
1001228;treatment;before visit;2022-06-12 23:59:59+00:00;11.15;;;;4.24;;;1.2;;
1001228;treatment;before visit;2022-06-13 23:59:59+00:00;13.18;;;;4.39;;;1.11;;
1001228;treatment;before visit;2022-06-14 23:59:59+00:00;17.14;;;;3.88;;;0.78;;
1001228;treatment;before visit;2022-06-15 23:59:59+00:00;13.24;;;;4.13;;;0.82;;
1001228;treatment;before visit;2022-06-16 23:59:59+00:00;14.5;;;;3.49;;;1.4;;
1001228;treatment;before visit;2022-06-17 23:59:59+00:00;21.03;;;;3.25;;;1.48;;
1001228;treatment;before visit;2022-06-18 23:59:59+00:00;19.18;;;;3.31;;;1.72;;
1001228;treatment;before visit;2022-06-19 23:59:59+00:00;18.05;;;;2.6;;;2.14;;
1001228;treatment;before visit;2022-06-20 23:59:59+00:00;18.09;;;;3.72;;;1.37;;
1001228;treatment;before visit;2022-06-21 23:59:59+00:00;17.58;;;;2.65;;;2.33;;
1001228;treatment;before visit;2022-06-22 23:59:59+00:00;20.71;;;;3.92;;;0.84;;
1001228;treatment;before visit;2022-06-23 23:59:59+00:00;21.06;;;;3.03;;;1.92;;
1001228;treatment;before visit;2022-06-24 23:59:59+00:00;14.72;;;;4.22;;;0.81;;
1001228;treatment;before visit;2022-06-25 23:59:59+00:00;22.65;;;;3.93;;;1.1;;
1001228;treatment;before visit;2022-06-26 23:59:59+00:00;16.15;;;;3.52;;;1.87;;
1001228;treatment;before visit;2022-06-27 23:59:59+00:00;13.68;;;;4.34;;;1.12;;
1001228;treatment;before visit;2022-06-28 23:59:59+00:00;13.79;;;;4.09;;;0.58;;
1001228;treatment;before visit;2022-06-29 23:59:59+00:00;12.42;;;;4.07;;;0.72;;
1001228;treatment;before visit;2022-06-30 23:59:59+00:00;14.79;;;;4.06;;;0.93;;
1001228;treatment;before visit;2022-07-01 23:59:59+00:00;13.32;;;;4.32;;;0.92;;
1001228;treatment;before visit;2022-07-02 23:59:59+00:00;24.11;;;;4.28;;;1.5;;
1001228;treatment;before visit;2022-07-03 23:59:59+00:00;11.74;;;;4.13;;;1.12;;
1001228;treatment;before visit;2022-07-04 23:59:59+00:00;13.5;;;;4.5;;;0.93;;
1001228;treatment;before visit;2022-07-05 23:59:59+00:00;14.05;;;;4.2;;;0.74;;
1001228;treatment;before visit;2022-07-06 23:59:59+00:00;13.32;;;;4.18;;;0.84;;
1001228;treatment;before visit;2022-07-07 23:59:59+00:00;13.81;;;;4.02;;;0.85;;
1001228;treatment;before visit;2022-07-08 23:59:59+00:00;11.99;;;;4.2;;;0.62;;
1001228;treatment;before visit;2022-07-09 23:59:59+00:00;13.76;;;;4.21;;;0.86;;
1001228;treatment;before visit;2022-07-10 23:59:59+00:00;11.47;;;;4.09;;;1.09;;
1001228;treatment;before visit;2022-07-11 23:59:59+00:00;16.2;;;;4.36;;;0.8;;
1001228;treatment;before visit;2022-07-12 23:59:59+00:00;12.23;;;;3.99;;;0.93;;
1001228;treatment;before visit;2022-07-13 23:59:59+00:00;15.3;;;;4.28;;;0.52;;
1001228;treatment;before visit;2022-07-14 23:59:59+00:00;10.96;;;;4.22;;;0.8;;
1001228;treatment;before visit;2022-07-15 23:59:59+00:00;14.13;;;;3.98;;;0.66;;
1001228;treatment;before visit;2022-07-16 23:59:59+00:00;19.74;;;;4.17;;;1.0;;
1001228;treatment;before visit;2022-07-17 23:59:59+00:00;16.18;;;;3.79;;;1.44;;
1001228;treatment;before visit;2022-07-18 23:59:59+00:00;13.34;;;;4.16;;;1.07;;
1001228;treatment;before visit;2022-07-19 23:59:59+00:00;17.78;;;;3.78;;;0.91;;
1001228;treatment;before visit;2022-07-20 23:59:59+00:00;21.45;;;;3.67;;;1.07;;
1001228;treatment;before visit;2022-07-21 23:59:59+00:00;18.61;;;;4.06;;;0.71;;
1001228;treatment;before visit;2022-07-22 23:59:59+00:00;22.15;;;;3.25;;;1.02;;
1001228;treatment;before visit;2022-07-23 23:59:59+00:00;26.36;;;;3.71;;;1.43;;
1001228;treatment;before visit;2022-07-24 23:59:59+00:00;15.0;;;;3.41;;;0.92;;
1001228;treatment;before visit;2022-07-25 23:59:59+00:00;18.82;;;;3.24;;;1.03;;
1001228;treatment;before visit;2022-07-26 23:59:59+00:00;21.26;;;;4.36;;;0.52;;
1001228;treatment;before visit;2022-07-27 23:59:59+00:00;11.15;;;;4.13;;;0.71;;
1001228;treatment;before visit;2022-07-28 23:59:59+00:00;14.84;;;;4.15;;;0.8;;
1001228;treatment;before visit;2022-07-29 23:59:59+00:00;17.55;;;;4.36;;;0.69;;
1001228;treatment;before visit;2022-07-30 23:59:59+00:00;15.91;;;;4.25;;;0.69;;
1001228;treatment;before visit;2022-07-31 23:59:59+00:00;13.36;;;;3.89;;;1.07;;
1001228;treatment;before visit;2022-08-01 23:59:59+00:00;10.75;;;;4.06;;;0.66;;
